2642,0.00069,0.114,17.17,Red,M,1
2658,0.0007,0.111,17.15,Red,M,1
2641,0.00068,0.108,17.13,Red,M,1
2659,0.00069,0.112,17.11,Red,M,1
2640,0.0007,0.109,17.09,Red,M,1
2700,0.00018,0.13,16.05,Red,M,1
2698,0.00019,0.129,16.08,Red,M,1
2702,0.00017,0.131,16.03,Red,M,1
2701,0.00018,0.128,16.01,Red,M,1
2699,0.00019,0.132,15.99,Red,M,1
2697,0.00017,0.129,15.97,Red,M,1
2703,0.00018,0.133,15.95,Red,M,1
2696,0.00019,0.13,15.93,Red,M,1
2695,0.00017,0.134,15.91,Red,M,1
2704,0.00018,0.131,15.89,Red,M,1
2694,0.00019,0.128,15.87,Red,M,1
2705,0.00017,0.132,15.85,Red,M,1
2706,0.00018,0.129,15.83,Red,M,1
2693,0.00019,0.133,15.81,Red,M,1
2707,0.00017,0.13,15.79,Red,M,1
2692,0.00018,0.134,15.77,Red,M,1
2708,0.00019,0.131,15.75,Red,M,1
2691,0.00017,0.128,15.73,Red,M,1
2709,0.00018,0.132,15.71,Red,M,1
2690,0.00019,0.129,15.69,Red,M,1
3600,0.0029,0.51,10.69,Red,M,2
3598,0.003,0.5,10.72,Red,M,2
3602,0.0028,0.52,10.67,Red,M,2
3601,0.0029,0.49,10.65,Red,M,2
3599,0.003,0.53,10.63,Red,M,2
3597,0.0028,0.5,10.61,Red,M,2
3603,0.0029,0.54,10.59,Red,M,2
3596,0.003,0.51,10.57,Red,M,2
3595,0.0028,0.55,10.55,Red,M,2
3604,0.0029,0.52,10.53,Red,M,2
3594,0.003,0.49,10.51,Red,M,2
3605,0.0028,0.53,10.49,Red,M,2
3606,0.0029,0.5,10.47,Red,M,2
3593,0.003,0.54,10.45,Red,M,2
3607,0.0028,0.51,10.43,Red,M,2
3592,0.0029,0.55,10.41,Red,M,2
3608,0.003,0.52,10.39,Red,M,2
3591,0.0028,0.49,10.37,Red,M,2
3609,0.0029,0.53,10.35,Red,M,2
3590,0.003,0.5,10.33,Red,M,2
3129,0.0122,0.3761,11.79,Red,M,2
3127,0.0123,0.375,11.82,Red,M,2
3131,0.0121,0.3772,11.76,Red,M,2
3130,0.0122,0.3739,11.74,Red,M,2
3128,0.0123,0.3783,11.72,Red,M,2
3126,0.0121,0.3744,11.7,Red,M,2
3132,0.0122,0.3794,11.68,Red,M,2
3125,0.0123,0.3717,11.66,Red,M,2
3124,0.0121,0.3805,11.64,Red,M,2
3133,0.0122,0.3767,11.62,Red,M,2
3123,0.0123,0.3728,11.6,Red,M,2
3135,0.0121,0.3816,11.58,Red,M,2
3136,0.0122,0.3745,11.56,Red,M,2
3122,0.0123,0.3827,11.54,Red,M,2
3137,0.0121,0.3706,11.52,Red,M,2
3121,0.0122,0.3838,11.5,Red,M,2
3138,0.0123,0.3756,11.48,Red,M,2
3120,0.0121,0.3695,11.46,Red,M,2
3139,0.0122,0.3849,11.44,Red,M,2
3119,0.0123,0.3767,11.42,Red,M,2
3134,0.0004,0.196,13.21,Red,M,2
3132,0.0005,0.195,13.24,Red,M,2
3136,0.0003,0.197,13.19,Red,M,2
3135,0.0004,0.194,13.17,Red,M,2
3133,0.0005,0.198,13.15,Red,M,2
3131,0.0003,0.195,13.13,Red,M,2
3137,0.0004,0.199,13.11,Red,M,2
3130,0.0005,0.196,13.09,Red,M,2
3129,0.0003,0.193,13.07,Red,M,2
3138,0.0004,0.197,13.05,Red,M,2
3128,0.0005,0.194,13.03,Red,M,2
3139,0.0003,0.198,13.01,Red,M,2
3127,0.0004,0.195,12.99,Red,M,2
3140,0.0005,0.192,12.97,Red,M,2
3126,0.0003,0.199,12.95,Red,M,2
3141,0.0004,0.196,12.93,Red,M,2
3125,0.0005,0.193,12.91,Red,M,2
3142,0.0003,0.197,12.89,Red,M,2
3124,0.0004,0.194,12.87,Red,M,2
3143,0.0005,0.198,12.85,Red,M,2
3628,0.0055,0.393,10.48,Red,M,2
3627,0.0056,0.392,10.51,Red,M,2
3630,0.0054,0.394,10.46,Red,M,2
3629,0.0055,0.391,10.44,Red,M,2
3626,0.0056,0.395,10.42,Red,M,2
3631,0.0054,0.39,10.4,Red,M,2
3625,0.0055,0.396,10.38,Red,M,2
3632,0.0056,0.389,10.36,Red,M,2
3624,0.0054,0.397,10.34,Red,M,2
3633,0.0055,0.388,10.32,Red,M,2
3623,0.0056,0.398,10.3,Red,M,2
3634,0.0054,0.387,10.28,Red,M,2
3622,0.0055,0.399,10.26,Red,M,2
3635,0.0056,0.386,10.24,Red,M,2
3621,0.0054,0.4,10.22,Red,M,2
3636,0.0055,0.385,10.2,Red,M,2
3620,0.0056,0.401,10.18,Red,M,2
3637,0.0054,0.384,10.16,Red,M,2
3619,0.0055,0.402,10.14,Red,M,2
3638,0.0056,0.383,10.12,Red,M,2
2650,0.0006,0.14,11.782,Red,M,2
2651,0.0007,0.139,11.812,Red,M,2
2652,0.0005,0.141,11.742,Red,M,2
2653,0.0006,0.138,11.772,Red,M,2
2654,0.0007,0.142,11.702,Red,M,2
2655,0.0005,0.139,11.732,Red,M,2
2656,0.0006,0.143,11.662,Red,M,2
2657,0.0007,0.14,11.692,Red,M,2
2658,0.0005,0.144,11.622,Red,M,2
2659,0.0006,0.141,11.652,Red,M,2
2660,0.0007,0.145,11.582,Red,M,2
2661,0.0005,0.142,11.612,Red,M,2
2662,0.0006,0.146,11.542,Red,M,2
2663,0.0007,0.143,11.572,Red,M,2
2664,0.0005,0.147,11.502,Red,M,2
2665,0.0006,0.144,11.532,Red,M,2
2666,0.0007,0.148,11.462,Red,M,2
2667,0.0005,0.145,11.492,Red,M,2
2668,0.0006,0.149,11.422,Red,M,2
2669,0.0007,0.146,11.452,Red,M,2
3344,0.0039,0.236,12.95,Red,M,2
3336,0.0037,0.244,12.93,Red,M,2
3345,0.0038,0.235,12.91,Red,M,2
3335,0.0039,0.245,12.89,Red,M,2
3346,0.0037,0.234,12.87,Red,M,2
3334,0.0038,0.246,12.85,Red,M,2
3347,0.0039,0.233,12.83,Red,M,2
3333,0.0037,0.247,12.81,Red,M,2
3348,0.0038,0.232,12.79,Red,M,2
3332,0.0039,0.248,12.77,Red,M,2
3349,0.0037,0.231,12.75,Red,M,2
3331,0.0038,0.249,12.73,Red,M,2
3350,0.0039,0.23,12.71,Red,M,2
3330,0.0037,0.25,12.69,Red,M,2
3351,0.0038,0.229,12.67,Red,M,2
3329,0.0039,0.251,12.65,Red,M,2
3352,0.0037,0.228,12.63,Red,M,2
3328,0.0038,0.252,12.61,Red,M,2
3353,0.0039,0.227,12.59,Red,M,2
3327,0.0037,0.253,12.57,Red,M,2
3354,0.0038,0.226,12.55,Red,M,2
2799,0.0018,0.16,14.79,Red,M,2
2797,0.0019,0.159,14.82,Red,M,2
2801,0.0017,0.161,14.77,Red,M,2
2800,0.0018,0.158,14.75,Red,M,2
2798,0.0019,0.162,14.73,Red,M,2
2796,0.0017,0.159,14.71,Red,M,2
2802,0.0018,0.163,14.69,Red,M,2
2795,0.0019,0.16,14.67,Red,M,2
2794,0.0017,0.164,14.65,Red,M,2
2803,0.0018,0.161,14.63,Red,M,2
2793,0.0019,0.158,14.61,Red,M,2
2804,0.0017,0.162,14.59,Red,M,2
2805,0.0018,0.159,14.57,Red,M,2
2792,0.0019,0.163,14.55,Red,M,2
2806,0.0017,0.16,14.53,Red,M,2
2791,0.0018,0.164,14.51,Red,M,2
2807,0.0019,0.161,14.49,Red,M,2
2790,0.0017,0.158,14.47,Red,M,2
2808,0.0018,0.162,14.45,Red,M,2
2789,0.0019,0.159,14.43,Red,M,2
3692,0.00367,0.47,10.8,Red,M,2
3691,0.00368,0.469,10.83,Red,M,2
3693,0.00366,0.471,10.78,Red,M,2
3690,0.00367,0.468,10.76,Red,M,2
3689,0.00368,0.472,10.74,Red,M,2
3694,0.00366,0.469,10.72,Red,M,2
3688,0.00367,0.473,10.7,Red,M,2
3695,0.00368,0.47,10.68,Red,M,2
3687,0.00366,0.474,10.66,Red,M,2
3696,0.00367,0.471,10.64,Red,M,2
3686,0.00368,0.468,10.62,Red,M,2
3697,0.00366,0.472,10.6,Red,M,2
3685,0.00367,0.469,10.58,Red,M,2
3698,0.00368,0.473,10.56,Red,M,2
3684,0.00366,0.47,10.54,Red,M,2
3699,0.00367,0.467,10.52,Red,M,2
3683,0.00368,0.471,10.5,Red,M,2
3700,0.00366,0.468,10.48,Red,M,2
3682,0.00367,0.472,10.46,Red,M,2
3701,0.00368,0.469,10.44,Red,M,2
3192,0.00362,0.1967,13.53,Red,M,2
3191,0.00363,0.1966,13.56,Red,M,2
3193,0.00361,0.1968,13.51,Red,M,2
3190,0.00362,0.1965,13.49,Red,M,2
3189,0.00363,0.1969,13.47,Red,M,2
3194,0.00361,0.1964,13.45,Red,M,2
3188,0.00362,0.197,13.43,Red,M,2
3195,0.00363,0.1963,13.41,Red,M,2
3187,0.00361,0.1971,13.39,Red,M,2
3196,0.00362,0.1962,13.37,Red,M,2
3186,0.00363,0.1972,13.35,Red,M,2
3197,0.00361,0.1961,13.33,Red,M,2
3185,0.00362,0.1973,13.31,Red,M,2
3198,0.00363,0.196,13.29,Red,M,2
3184,0.00361,0.1974,13.27,Red,M,2
3199,0.00362,0.1959,13.25,Red,M,2
3183,0.00363,0.1975,13.23,Red,M,2
3200,0.00361,0.1958,13.21,Red,M,2
3182,0.00362,0.1976,13.19,Red,M,2
3201,0.00363,0.1957,13.17,Red,M,2
3441,0.039,0.351,11.18,Red,M,2
3440,0.04,0.35,11.21,Red,M,2
3442,0.038,0.352,11.16,Red,M,2
3439,0.039,0.349,11.14,Red,M,2
3438,0.04,0.353,11.12,Red,M,2
3443,0.038,0.348,11.1,Red,M,2
3437,0.039,0.354,11.08,Red,M,2
3444,0.04,0.347,11.06,Red,M,2
3436,0.038,0.355,11.04,Red,M,2
3445,0.039,0.346,11.02,Red,M,2
3435,0.04,0.356,11,Red,M,2
3446,0.038,0.345,10.98,Red,M,2
3434,0.039,0.357,10.96,Red,M,2
3447,0.04,0.344,10.94,Red,M,2
3433,0.038,0.358,10.92,Red,M,2
3448,0.039,0.343,10.9,Red,M,2
3432,0.04,0.359,10.88,Red,M,2
3449,0.038,0.342,10.86,Red,M,2
3431,0.039,0.36,10.84,Red,M,2
3450,0.04,0.341,10.82,Red,M,2
25000,0.056,0.0084,10.58,BlueWhite,B,3
24998,0.057,0.0083,10.61,BlueWhite,B,3
25002,0.055,0.0085,10.56,BlueWhite,B,3
25001,0.056,0.0082,10.54,BlueWhite,B,3
24999,0.057,0.0086,10.52,BlueWhite,B,3
24997,0.055,0.0083,10.5,BlueWhite,B,3
25003,0.056,0.0087,10.48,BlueWhite,B,3
24996,0.057,0.0084,10.46,BlueWhite,B,3
24995,0.055,0.0088,10.44,BlueWhite,B,3
25004,0.056,0.0085,10.42,BlueWhite,B,3
24994,0.057,0.0089,10.4,BlueWhite,B,3
25005,0.055,0.0086,10.38,BlueWhite,B,3
25006,0.056,0.009,10.36,BlueWhite,B,3
24993,0.057,0.0087,10.34,BlueWhite,B,3
25007,0.055,0.0091,10.32,BlueWhite,B,3
24992,0.056,0.0088,10.3,BlueWhite,B,3
25008,0.057,0.0092,10.28,BlueWhite,B,3
24991,0.055,0.0089,10.26,BlueWhite,B,3
25009,0.056,0.0093,10.24,BlueWhite,B,3
24990,0.057,0.009,10.22,BlueWhite,B,3
7740,0.00049,0.01234,14.02,White,A,3
7739,0.0005,0.01233,14.05,White,A,3
7741,0.00048,0.01235,14,White,A,3
7738,0.00049,0.01232,13.98,White,A,3
7737,0.0005,0.01236,13.96,White,A,3
7742,0.00048,0.01231,13.94,White,A,3
7736,0.00049,0.01237,13.92,White,A,3
7743,0.0005,0.0123,13.9,White,A,3
7735,0.00048,0.01238,13.88,White,A,3
7744,0.00049,0.01239,13.86,White,A,3
7734,0.0005,0.0124,13.84,White,A,3
7745,0.00048,0.01241,13.82,White,A,3
7733,0.00049,0.01242,13.8,White,A,3
7746,0.0005,0.01243,13.78,White,A,3
7732,0.00048,0.01244,13.76,White,A,3
7747,0.00049,0.01245,13.74,White,A,3
7731,0.0005,0.01246,13.72,White,A,3
7748,0.00048,0.01247,13.7,White,A,3
7730,0.00049,0.01248,13.68,White,A,3
7749,0.0005,0.01249,13.66,White,A,3
7220,0.00017,0.011,14.23,White,F,3
7218,0.00018,0.0109,14.26,White,F,3
7222,0.00016,0.0111,14.21,White,F,3
7221,0.00017,0.0108,14.19,White,F,3
7219,0.00018,0.0112,14.17,White,F,3
7217,0.00016,0.0109,14.15,White,F,3
7223,0.00017,0.0113,14.13,White,F,3
7216,0.00018,0.0108,14.11,White,F,3
7215,0.00016,0.0114,14.09,White,F,3
7224,0.00017,0.0107,14.07,White,F,3
7214,0.00018,0.0115,14.05,White,F,3
7225,0.00016,0.0106,14.03,White,F,3
7213,0.00017,0.0116,14.01,White,F,3
7226,0.00018,0.0105,13.99,White,F,3
7212,0.00016,0.0117,13.97,White,F,3
7227,0.00017,0.0104,13.95,White,F,3
7211,0.00018,0.0118,13.93,White,F,3
7228,0.00016,0.0103,13.91,White,F,3
7210,0.00017,0.0119,13.89,White,F,3
7229,0.00018,0.0102,13.87,White,F,3
8500,0.0005,0.01,14.5,White,A,3
8498,0.0006,0.0099,14.53,White,A,3
8502,0.0004,0.0101,14.48,White,A,3
8501,0.0005,0.0098,14.46,White,A,3
8499,0.0006,0.0102,14.44,White,A,3
8497,0.0004,0.0099,14.42,White,A,3
8503,0.0005,0.0103,14.4,White,A,3
8496,0.0006,0.0098,14.38,White,A,3
8495,0.0004,0.0104,14.36,White,A,3
8504,0.0005,0.0097,14.34,White,A,3
8494,0.0006,0.0105,14.32,White,A,3
8505,0.0004,0.0096,14.3,White,A,3
8493,0.0005,0.0106,14.28,White,A,3
8506,0.0006,0.0095,14.26,White,A,3
8492,0.0004,0.0107,14.24,White,A,3
8507,0.0005,0.0094,14.22,White,A,3
8491,0.0006,0.0108,14.2,White,A,3
8508,0.0004,0.0093,14.18,White,A,3
8490,0.0005,0.0109,14.16,White,A,3
8509,0.0006,0.0092,14.14,White,A,3
16500,0.013,0.014,11.89,BlueWhite,B,3
16498,0.014,0.0139,11.92,BlueWhite,B,3
16502,0.012,0.0141,11.87,BlueWhite,B,3
16501,0.013,0.0138,11.85,BlueWhite,B,3
16499,0.014,0.0142,11.83,BlueWhite,B,3
16497,0.012,0.0139,11.81,BlueWhite,B,3
16503,0.013,0.0143,11.79,BlueWhite,B,3
16496,0.014,0.0138,11.77,BlueWhite,B,3
16495,0.012,0.0144,11.75,BlueWhite,B,3
16504,0.013,0.0137,11.73,BlueWhite,B,3
16494,0.014,0.0145,11.71,BlueWhite,B,3
16505,0.012,0.0136,11.69,BlueWhite,B,3
16493,0.013,0.0146,11.67,BlueWhite,B,3
16506,0.014,0.0135,11.65,BlueWhite,B,3
16492,0.012,0.0147,11.63,BlueWhite,B,3
16507,0.013,0.0134,11.61,BlueWhite,B,3
16491,0.014,0.0148,11.59,BlueWhite,B,3
16508,0.012,0.0133,11.57,BlueWhite,B,3
16490,0.013,0.0149,11.55,BlueWhite,B,3
16509,0.014,0.0132,11.53,BlueWhite,B,3
12990,0.000085,0.00984,12.23,Yellowish-White,F,3
12989,0.000086,0.00983,12.26,Yellowish-White,F,3
12991,0.000084,0.00985,12.21,Yellowish-White,F,3
12992,0.000085,0.00982,12.19,Yellowish-White,F,3
12988,0.000086,0.00986,12.17,Yellowish-White,F,3
12987,0.000084,0.00983,12.15,Yellowish-White,F,3
12993,0.000085,0.00987,12.13,Yellowish-White,F,3
12986,0.000086,0.00982,12.11,Yellowish-White,F,3
12985,0.000084,0.00988,12.09,Yellowish-White,F,3
12994,0.000085,0.00981,12.07,Yellowish-White,F,3
12984,0.000086,0.00989,12.05,Yellowish-White,F,3
12995,0.000084,0.0098,12.03,Yellowish-White,F,3
12983,0.000085,0.0099,12.01,Yellowish-White,F,3
12996,0.000086,0.00979,11.99,Yellowish-White,F,3
12982,0.000084,0.00991,11.97,Yellowish-White,F,3
12997,0.000085,0.00978,11.95,Yellowish-White,F,3
8570,0.00081,0.0097,14.2,BlueWhite,A,3
8568,0.00082,0.00969,14.23,BlueWhite,A,3
8572,0.0008,0.00971,14.18,BlueWhite,A,3
8571,0.00081,0.00968,14.16,BlueWhite,A,3
8569,0.00082,0.00972,14.14,BlueWhite,A,3
8567,0.0008,0.00969,14.12,BlueWhite,A,3
8573,0.00081,0.00973,14.1,BlueWhite,A,3
8566,0.00082,0.00968,14.08,BlueWhite,A,3
8565,0.0008,0.00974,14.06,BlueWhite,A,3
8574,0.00081,0.00967,14.04,BlueWhite,A,3
8564,0.00082,0.00975,14.02,BlueWhite,A,3
8575,0.0008,0.00966,14,BlueWhite,A,3
8563,0.00081,0.00976,13.98,BlueWhite,A,3
8576,0.00082,0.00965,13.96,BlueWhite,A,3
8562,0.0008,0.00977,13.94,BlueWhite,A,3
8577,0.00081,0.00964,13.92,BlueWhite,A,3
8561,0.00082,0.00978,13.9,BlueWhite,A,3
8578,0.0008,0.00963,13.88,BlueWhite,A,3
8560,0.00081,0.00979,13.86,BlueWhite,A,3
8579,0.00082,0.00962,13.84,BlueWhite,A,3
7709,0.00012,0.01272,14.11,Yellowish-White,F,3
7689,0.0001,0.0129,14.09,Yellowish-White,F,3
7710,0.00011,0.01271,14.07,Yellowish-White,F,3
7688,0.00012,0.01291,14.05,Yellowish-White,F,3
7711,0.0001,0.0127,14.03,Yellowish-White,F,3
7687,0.00011,0.01292,14.01,Yellowish-White,F,3
7712,0.00012,0.01269,13.99,Yellowish-White,F,3
7686,0.0001,0.01293,13.97,Yellowish-White,F,3
7713,0.00011,0.01268,13.95,Yellowish-White,F,3
7685,0.00012,0.01294,13.93,Yellowish-White,F,3
7714,0.0001,0.01267,13.91,Yellowish-White,F,3
7684,0.00011,0.01295,13.89,Yellowish-White,F,3
7715,0.00012,0.01266,13.87,Yellowish-White,F,3
7683,0.0001,0.01296,13.85,Yellowish-White,F,3
7716,0.00011,0.01265,13.83,Yellowish-White,F,3
7682,0.00012,0.01297,13.81,Yellowish-White,F,3
7717,0.0001,0.01264,13.79,Yellowish-White,F,3
7681,0.00011,0.01298,13.77,Yellowish-White,F,3
7718,0.00012,0.01263,13.75,Yellowish-White,F,3
7680,0.0001,0.01299,13.73,Yellowish-White,F,3
7719,0.00011,0.01262,13.71,Yellowish-White,F,3
11790,0.00015,0.011,12.59,Yellowish-White,F,3
11788,0.00016,0.0109,12.62,Yellowish-White,F,3
11792,0.00014,0.0111,12.57,Yellowish-White,F,3
11791,0.00015,0.0108,12.55,Yellowish-White,F,3
11789,0.00016,0.0112,12.53,Yellowish-White,F,3
11787,0.00014,0.0109,12.51,Yellowish-White,F,3
11793,0.00015,0.0113,12.49,Yellowish-White,F,3
11786,0.00016,0.0108,12.47,Yellowish-White,F,3
11785,0.00014,0.0114,12.45,Yellowish-White,F,3
11794,0.00015,0.0107,12.43,Yellowish-White,F,3
11784,0.00016,0.0115,12.41,Yellowish-White,F,3
11795,0.00014,0.0106,12.39,Yellowish-White,F,3
11783,0.00015,0.0116,12.37,Yellowish-White,F,3
11796,0.00016,0.0105,12.35,Yellowish-White,F,3
11782,0.00014,0.0117,12.33,Yellowish-White,F,3
11797,0.00015,0.0104,12.31,Yellowish-White,F,3
11781,0.00016,0.0118,12.29,Yellowish-White,F,3
11798,0.00014,0.0103,12.27,Yellowish-White,F,3
11780,0.00015,0.0119,12.25,Yellowish-White,F,3
11799,0.00016,0.0102,12.23,Yellowish-White,F,3
39000,204000,10.6,-4.7,Blue,O,4
38998,204100,10.7,-4.8,Blue,O,4
39002,203900,10.5,-4.6,Blue,O,4
39001,204000,10.6,-4.5,Blue,O,4
38999,204100,10.7,-4.4,Blue,O,4
38997,203900,10.5,-4.3,Blue,O,4
39003,204000,10.6,-4.2,Blue,O,4
38996,204100,10.7,-4.1,Blue,O,4
38995,203900,10.5,-4,Blue,O,4
39004,204000,10.6,-3.9,Blue,O,4
38994,204100,10.7,-3.8,Blue,O,4
39005,203900,10.5,-3.7,Blue,O,4
38993,204000,10.6,-3.6,Blue,O,4
39006,204100,10.7,-3.5,Blue,O,4
38992,203900,10.5,-3.4,Blue,O,4
39007,204000,10.6,-3.3,Blue,O,4
38991,204100,10.7,-3.2,Blue,O,4
39008,203900,10.5,-3.1,Blue,O,4
38990,204000,10.6,-3,Blue,O,4
39009,204100,10.7,-2.9,Blue,O,4
30000,28840,6.3,-4.2,BlueWhite,B,4
29998,28850,6.4,-4.3,BlueWhite,B,4
30002,28830,6.2,-4.4,BlueWhite,B,4
30001,28840,6.3,-4.5,BlueWhite,B,4
29999,28850,6.4,-4.6,BlueWhite,B,4
29997,28830,6.2,-4.7,BlueWhite,B,4
30003,28840,6.3,-4.8,BlueWhite,B,4
29996,28850,6.4,-4.9,BlueWhite,B,4
29995,28830,6.2,-5,BlueWhite,B,4
30004,28840,6.3,-5.1,BlueWhite,B,4
29994,28850,6.4,-5.2,BlueWhite,B,4
30005,28830,6.2,-5.3,BlueWhite,B,4
29993,28840,6.3,-5.4,BlueWhite,B,4
30006,28850,6.4,-5.5,BlueWhite,B,4
29992,28830,6.2,-5.6,BlueWhite,B,4
30007,28840,6.3,-5.7,BlueWhite,B,4
29991,28850,6.4,-5.8,BlueWhite,B,4
30008,28830,6.2,-5.9,BlueWhite,B,4
29990,28840,6.3,-6,BlueWhite,B,4
30009,28850,6.4,-6.1,BlueWhite,B,4
15276,1136,7.2,-1.97,BlueWhite,B,4
15274,1137,7.3,-1.98,BlueWhite,B,4
15278,1135,7.1,-1.99,BlueWhite,B,4
15277,1136,7.2,-2,BlueWhite,B,4
15275,1137,7.3,-2.01,BlueWhite,B,4
15273,1135,7.1,-2.02,BlueWhite,B,4
15279,1136,7.2,-2.03,BlueWhite,B,4
15272,1137,7.3,-2.04,BlueWhite,B,4
15271,1135,7.1,-2.05,BlueWhite,B,4
15280,1136,7.2,-2.06,BlueWhite,B,4
15270,1137,7.3,-2.07,BlueWhite,B,4
15281,1135,7.1,-2.08,BlueWhite,B,4
15269,1136,7.2,-2.09,BlueWhite,B,4
15282,1137,7.3,-2.1,BlueWhite,B,4
15268,1135,7.1,-2.11,BlueWhite,B,4
15283,1136,7.2,-2.12,BlueWhite,B,4
15267,1137,7.3,-2.13,BlueWhite,B,4
15284,1135,7.1,-2.14,BlueWhite,B,4
15266,1136,7.2,-2.15,BlueWhite,B,4
15285,1137,7.3,-2.16,BlueWhite,B,4
